source_file,is_relevant,non_expert_policy_maker_question,expert_translation_analytical_query,follow_up_needed,non_technical_follow_up_questions,expert_approach,visual
IPCC_AR6_WGI_Chapter11.pdf,True,Our health clinics in Kiribati are worried about more frequent heatwaves. What does the IPCC say about observed increases in extreme heat and how much humans have contributed to it?,Load a spatial layer of health facility locations in Kiribati and overlay it with the IPCC AR6 regional assessment polygons containing attributes for observed extreme heat trends and human contribution confidence; select facilities where the regional trend is 'Increase' and the attribution confidence is 'High' or 'Very likely'.,True,"Are you specifically concerned about Kiribati, or would you like to see this analysis for other Pacific Island nations like Tuvalu or the Marshall Islands? Also, which type of infrastructure (health clinics, schools, power plants) should we prioritize in the mapping?","1. Filter/Load: Load the IPCC AR6 WGI regional extreme heat assessment layer (polygons with attributes: observed change direction, confidence level, human contribution confidence) and a point layer of health facilities in Kiribati. 2. Process: Perform a spatial join to attach the regional extreme heat attributes to each facility point, then filter to keep only facilities where 'observed change' = 'Increase' and 'human contribution confidence' contains 'High' or 'Very likely'. 3. Package: Export the filtered facility locations as a new GeoJSON layer and compute summary statistics (count of facilities by confidence level).","Style the health facility points using a color ramp that reflects the human contribution confidence (e.g., darker shades for higher confidence). In the chat panel, render a bar chart showing the number of health facilities in each confidence category (High, Medium, Low) for human contribution to extreme heat increases."
IPCC_AR6_WGI_Chapter11.pdf,True,"With human-induced climate change increasing the frequency and intensity of temperature extremes, how will escalating heatwaves threaten public health and electricity supply on low-lying coral atolls like the Marshall Islands?","Intersect CMIP6-downscaled extreme heat projection layers (e.g., Warm Spell Duration Index, TX90p) with spatial data layers of health facilities, power generation stations, and population settlement areas for the selected atoll group. Calculate the percent change in the number of days exceeding a critical heat threshold that would compromise medical cold storage and overload power transformers.",True,"Are you primarily concerned with a specific atoll like Majuro or Kwajalein? Do you want to map at-risk clinics, power transformers, or both, and what heat threshold worries you most – 35°C or higher?","1. Filter: Load the Pacific Islands regional climate extreme indices layer and clip to the Marshall Islands boundary; load asset layers (health facilities, power infrastructure). 2. Process: Spatially join extreme heat threshold exceedance frequency with asset points and population polygons; compute vulnerability scores. 3. Package: Classify risk zones and generate a printable map with statistical summary of assets in high-risk areas.","The QGIS map canvas will render atolls shaded by projected increase in extreme heat days (yellow to deep red palette), with clinic and power station icons overlaid; the chat panel will display a bar chart comparing baseline and projected days above 35°C for each atoll, highlighting those with critical infrastructure exposure."
IPCC_AR6_WGI_Chapter11.pdf,True,How will more frequent and intense heatwaves affect public health and energy demand on low-lying atolls like Kiribati?,"Load the IPCC projected change in hot temperature extremes layer for a +2°C global warming scenario, clip to the boundary of Kiribati, and overlay with population density and health facility point data to compute exposure indices.",True,"Are you specifically interested in Kiribati, or would you like to see projections for other Pacific nations such as Tuvalu or the Marshall Islands? Which infrastructure assets (e.g., hospitals, schools, power plants) are you most concerned about?",1. Filter: Load the global heatwave frequency raster from the IPCC AR6 WGI Atlas and extract the Pacific domain. 2. Process: Clip the raster to the Kiribati administrative boundary and reclassify into risk categories; intersect with population grid and critical infrastructure points. 3. Package: Calculate zonal statistics for each atoll and export a GeoJSON of high-risk areas.,"Style the map canvas with a red-orange heatmap gradient for projected increase in hot days per year, and render an inline bar chart comparing current vs. projected annual heatwave days for the selected atoll group."
IPCC_AR6_WGI_Chapter11.pdf,True,"How will the increasing probability of compound flooding events from storm surges and heavy rainfall, driven by sea level rise, impact coastal communities and freshwater resources on low-lying atolls such as the Marshall Islands?",Overlay IPCC AR6 sea level rise projections and storm surge hazard rasters with freshwater lens boundaries and building footprints for selected atolls; compute the spatial intersection to quantify assets at risk of compound flooding.,True,"Can you specify which atoll nation or specific islands you are most concerned about? Also, should we focus on mapping freshwater wells, hospitals, or transportation infrastructure?","1. Load sea level rise and storm surge layers, mask to Pacific Islands AOI. 2. Process: generate compound flood extent by combining SLR-inundated zones and pluvial flood maps, then intersect with infrastructure layers. 3. Package: count exposed assets per island and export as risk-classified GeoJSON.","Style the compound flood hazard layer with a dark blue to light blue gradient on the map canvas indicating probability levels. In the chat panel, display a stacked bar chart comparing the number of exposed freshwater wells, buildings, and roads under 2°C and 4°C global warming scenarios."
IPCC_AR6_WGI_Chapter11.pdf,True,"Our low-lying atoll nation is already dealing with coastal flooding from king tides. How do we plan for rare, high-impact compound events—like a tropical cyclone hitting during a high tide while a drought is also affecting our freshwater supply—that we haven't seen in our historical records?","Generate a multi-hazard risk surface for a selected atoll (e.g., Tarawa, Kiribati) by overlaying a coastal inundation layer (SLR + storm surge scenario), a cyclone wind-speed buffer, and a drought vulnerability index for groundwater lenses. Calculate the spatial intersection where all three hazards overlap to identify critical 'compound event' exposure zones.",True,"To make this analysis specific to your needs, could you confirm which island group you are most concerned about (e.g., Tuvalu, Marshall Islands, Kiribati)? Also, are you primarily interested in mapping the risk to village infrastructure, freshwater lenses, or agricultural areas?",1. Load and filter spatial layers: Clip a global storm surge inundation raster and a cyclone track buffer to the target atoll boundary. 2. Process: Rasterize a freshwater lens sensitivity vector layer and perform a weighted overlay with the inundation and cyclone hazard rasters. 3. Package: Extract the high-risk 'compound hazard' zones as a new vector polygon layer and calculate the area of affected assets.,"Style the map canvas to show the new 'Compound Event Risk Zones' layer with a high-contrast red hatched pattern over the atoll basemap. In the chat panel, render a bar chart comparing the total area (in hectares) of affected freshwater lenses versus village infrastructure within these high-risk zones."
IPCC_AR6_WGI_Chapter11.pdf,True,"How will the frequency of extreme heat days in Tuvalu change under a 2°C global warming scenario, and what does that mean for public health and critical infrastructure on our low‑lying atolls?","For Tuvalu (nested within the Pacific Small Islands AR6 region), extract the projected change in frequency of 10‑year and 50‑year extreme temperature events at +2°C global warming from the CMIP6 multi‑model ensemble, then overlay with settlement and health facility layers.",True,Are you focusing on the main island Funafuti or all outer islands? Should we prioritize mapping health clinic exposure or the impact on agriculture and water supplies?,"1. Filter the global CMIP6 extreme temperature frequency dataset to the Pacific Small Islands AR6 bounding box and clip to Tuvalu’s administrative boundary. 2. Process: compute island‑average frequency multipliers (median, 66% and 90% uncertainty ranges) for 10‑year and 50‑year events at the 2°C warming level. 3. Package: export the statistics as a GeoJSON attribute table and create a styled map layer.","On the QGIS map, style Tuvalu’s atolls with a graduated color ramp showing the frequency multiplier of 1‑in‑10‑year extreme heat events at +2°C; in the chat panel, render a box plot chart comparing the full uncertainty range of frequency changes for 10‑year and 50‑year events across warming levels from 1°C to 4°C."
IPCC_AR6_WGI_Chapter11.pdf,True,How will increasing heat waves and compound dry-hot events affect our communities and agriculture on low-lying atolls like Kiribati?,"Calculate the projected change in heat wave frequency (e.g., HWF) and compound dry-hot event probability for Kiribati under a +2Â°C global warming scenario using downscaled CMIP6 projections.",True,"Are you most concerned about health impacts on specific islands, or agricultural drought risk? Would you like to see projections for the Gilbert Islands group or the entire nation?","1. Filter/Load: Load a downscaled CMIP6 netCDF layer of daily maximum temperature and a drought index (e.g., SPEI) for the Kiribati region. 2. Process: Compute heat wave frequency (consecutive days above 95th percentile) and compound dry-hot event co-occurrence for historical baseline and +2Â°C future period. 3. Package: Export the change rasters as GeoTIFFs and overlay with population and land-use layers.","Style the map with a red-yellow heatmap gradient showing projected increase in heat wave days per year, and render a grouped bar chart in the chat panel comparing current vs. future heat wave days for selected atolls."
IPCC_AR6_WGI_Chapter11.pdf,True,"How will the number of extremely hot days (over 35°C) change in Fiji under future global warming, and what does that mean for public health and energy demand?","Calculate the projected change in frequency of days with maximum temperature exceeding 35°C for Fiji using downscaled CMIP6 model outputs, and overlay with population density to assess exposure.",True,"Would you like to focus on a specific island group like Fiji, or a particular atoll? Are you interested in health impacts, energy demand, or agricultural stress?","1. Filter/Load: Load downscaled daily maximum temperature projections for the Pacific region and clip to Fiji's administrative boundary. 2. Process: For each grid cell, count days per year where tasmax > 35°C for a future period (e.g., 2041-2060) and subtract the historical baseline count to compute change. 3. Package: Generate a raster layer of the change in hot days frequency and compute zonal statistics for each province.","Style the map with a yellow-to-red heatmap ramp showing the increase in days above 35°C per year. In the chat panel, render a bar chart comparing the average number of hot days for Suva, Nadi, and Labasa between the historical baseline and the future scenario."
IPCC_AR6_WGI_Chapter11.pdf,True,"When we talk about global warming targets like +1.5°C or +2°C, what does reaching those levels mean for the frequency of extreme heat days and coastal flooding on low-lying atolls like Tuvalu?",Load CMIP6-derived extreme heat and precipitation indices at +1.5°C and +2.0°C GWLs for Tuvalu. Zonal-statistically extract grid cell values intersecting Tuvalu's exclusive economic zone polygon and compute the delta change in Tx95t (extremely hot days) and Rx5day (extreme 5-day precipitation) between GWLs.,True,"Are you specifically interested in impacts on Funafuti Atoll, or do you need a national-scale assessment for all of Tuvalu? Should I prioritize mapping the increase in dangerously hot days, or the projected changes in extreme rainfall that might cause flash flooding?",1. Load pre-processed CMIP6 multi-model median raster layers for the 'hot day' threshold (Tx95t) and extreme precipitation (Rx5day) at both +1.5°C and +2.0°C GWLs. 2. Filter a GADM boundary layer to 'Tuvalu' and use it as a mask to clip the four global raster layers. 3. Package the output as a 2x2 panel GeoTIFF showing the spatial distribution of the +2.0°C vs +1.5°C delta change for both variables.,"Update the map canvas to display a diverging red-blue color ramp for the Tuvalu extreme heat delta raster, highlighting Funafuti Atoll with a blinking marker. Simultaneously render a dual bar chart in the chat panel comparing the median atoll-wide projected increase in extremely hot days and 5-day extreme rainfall at +2.0°C versus +1.5°C."
IPCC_AR6_WGI_Chapter11.pdf,True,"With global warming driving more frequent compound coastal flooding events, what will happen to our communities in Kiribati, where king tides and storm surges already cause flooding?",Overlay projected sea‑level rise and storm‑surge return‑period polygons with Kiribati’s high‑resolution DEM and infrastructure layers; compute the area and asset exposure where elevation <1 m intersects compound flood zones.,True,"Would you like us to focus on a specific atoll group like Tarawa or Kiritimati, or should we map compound flooding risk across all of Kiribati’s islands? Also, are there particular infrastructure assets—such as water supply, clinics, or schools—that you want highlighted?","1. Load Kiribati polygon, DEM raster, projected storm‑surge shapefiles, and OSM infrastructure points into QGIS project. 2. Filter DEM to areas ≤1 m elevation, intersect with surge zones, then spatially join infrastructure points within the risk zone. 3. Package clipped layers, compute asset counts per atoll, and write a styled GeoJSON for the map and a summary CSV for the chart.","On the map canvas, display Kiribati atoll boundaries with a semi‑transparent red fill for the compound flood‑risk zones, and render an inline bar chart showing the count of exposed buildings per atoll."
IPCC_AR6_WGI_Chapter11.pdf,True,"How will heavier rainfall events and more intense pluvial flooding impact our drainage systems in urban areas like Suva, Fiji, especially under a 4°C global warming scenario?",Calculate the future pluvial flood susceptibility for a Pacific Island urban area by overlaying a 7% per °C increased extreme precipitation depth (RCP8.5 4°C warming) on a drainage capacity layer and digital elevation model to locate areas where runoff exceeds network capacity.,True,"Which specific island nation or city are you focusing on? Should we prioritize mapping risks for critical infrastructure such as hospitals, schools, and main roads?","1. Load existing drainage pipe/channel vector layer, 10‑year design storm ISO-depth raster, and high‑resolution DEM. 2. Apply a scaling factor of ~28% (4°C × 7%/°C) to the current design storm depth to create a future extreme precipitation raster. 3. Run a simple pluvial flood model: compare accumulated runoff (CN method) with drainage conveyance, flag cells where water depth > 0.15 m, and clip to urban extent.","Render the output as a red‑yellow graduated pluvial flood risk zone layer on the map, using a transparent fill over building footprints. In the chat panel, display a bar chart comparing current vs. future 10‑year one‑day rainfall totals for the selected location, with error bars indicating climate model range."
esd-12-401-2021.pdf,True,"How will climate change affect the frequency and severity of heatwaves in Fiji, and what does that mean for public health and energy infrastructure?","Calculate the change in the number of days per year with maximum temperature exceeding 35°C between a historical baseline (1985-2014) and a future period (2071-2100) using a downscaled multi-model ensemble, and map the spatial distribution of this change across Fiji's islands.",True,"Are you most concerned about heatwave impacts in urban centers like Suva or in rural outer islands? Should we focus on health risks, electricity grid strain, or both?","1. Filter/Load: Load a downscaled CMIP6 daily maximum temperature ensemble for the Pacific domain and clip to Fiji's administrative boundaries. 2. Process: For each grid cell, count days with Tmax > 35°C for historical and future periods, then compute the ensemble-mean change in frequency. 3. Package: Generate a GeoTIFF of the change in heatwave days and a summary table of statistics by province.","Style the map layer with a yellow-to-red color ramp showing the increase in annual heatwave days, and render a grouped bar chart in the chat panel comparing historical vs. future heatwave frequency for the user's selected point of interest."
IPCC_AR6_WGI_Chapter11.pdf,True,"How will extreme rainfall events change in Fiji, and what does that mean for flooding risks in our coastal communities?","Calculate the projected fractional change in annual maximum daily precipitation (Rx1day) per degree of global warming for Fiji using CMIP5/CMIP6 multi-model mean data, and overlay the result on a QGIS map with flood-prone zones.",True,Are you interested in a specific island group like Viti Levu or the outer islands? And would you like to see impacts on river flooding or coastal inundation?,"1. Load the projected Rx1day change raster (e.g., from CMIP6 downscaled ensemble) and clip to the Fiji administrative boundary. 2. Process: compute the percent change per degree warming, classify into bins (e.g., -15% to +15%), and symbolize with a diverging color ramp. 3. Package: overlay with a flood hazard zone layer or population density grid, and export a chart of the distribution of changes across the islands.","Style the map with a blue-to-red diverging ramp showing percent change in extreme precipitation, and render an inline bar chart comparing current and future Rx1day values for selected urban centers or catchment areas."
esd-12-401-2021.pdf,True,"How will climate change affect the frequency and severity of heatwaves in low-lying coral atoll nations like Kiribati, and what risks does this pose to our freshwater lenses and public health?","Load downscaled daily maximum temperature projections for Kiribati from a SMILE dataset; calculate the number of days per year exceeding a heatwave threshold (e.g., 35°C) for each grid cell under baseline (1995–2014) and future (2081–2100) periods. Generate a change map of heatwave frequency.",True,Are you interested in all of Kiribati's islands or a specific atoll like Tarawa? Would you like to see the results as a map of future conditions or as a chart comparing past and future heatwave days?,"1. Filter: Load Kiribati administrative boundary shapefile and clip the projected heatwave frequency raster to its extent. 2. Process: Compute zonal statistics (mean, max) per atoll and calculate the difference between future and baseline heatwave days. 3. Package: Export the processed raster and summary table, then apply a heatmap styling and generate a bar chart of change per atoll.","Display a map layer over Kiribati using a heatmap color ramp (cool to hot) to show the projected increase in heatwave days per year. In the chat panel, render a horizontal bar chart comparing the baseline vs future average number of heatwave days for each major atoll."
IPCC_AR6_WGI_Chapter11.pdf,True,"As greenhouse gas concentrations rise, our low-lying atoll nation of Kiribati is already feeling more intense heatwaves. What is driving these extreme temperature events, and how can we map which communities and health facilities are most at risk from dangerous heat exposure in the coming decades?","Calculate the projected change in annual number of days with maximum temperature exceeding the local 95th percentile (Tmax > T95p) for a future period under SSP5-8.5 across Kiribati’s island groups, then intersect with health facility point locations and population density grid to quantify at-risk populations.",True,"Are you most concerned about heatwave impacts on human health, school closures, or the strain on diesel-powered energy grids? And would you like to focus on a specific island group within your nation, such as Tarawa or the Line Islands?","1. Filter/Load: Retrieve daily near-surface maximum temperature from high-resolution climate model netCDF, subset to Kiribati bounding box, and load health facility and population raster layers.
2. Process: Compute baseline T95p threshold per grid cell from historical period; count future days exceeding that threshold; vectorize and intersect with population and facility data to calculate exposure counts.
3. Package: Aggregate results per atoll/island council and export as polygon GeoJSON with attribute tables for the web map.","Style the map canvas with a graduated red color ramp for ‘additional heatwave days per year’ over each inhabited atoll polygon. In the chat panel, render a ranked bar chart of at-risk population per health facility and a summary card showing the top three islands with most exposed persons."
IPCC_AR6_WGI_Chapter11.pdf,True,"With global warming, how many more days per year will our people in Tuvalu be exposed to dangerous extreme heat that could cause heat stroke, and which islands are most at risk?","Calculate the projected increase in days with Health Heat Index (HHI) exceeding 40.6°C for Tuvalu under 2°C and 3°C warming scenarios, using downscaled climate model data. Clip the global HHI exceedance raster to Tuvalu's atoll boundaries and compute zonal statistics per island.",True,"Are you interested in all islands of Tuvalu, or just the main atoll of Funafuti? Would you like to see the impact on specific vulnerable groups like outdoor workers or the elderly?","1. Filter/Load: Load the global HHI projection raster (e.g., from Q. Sun et al., 2019) and a Tuvalu administrative boundaries shapefile. 2. Process: Clip the raster to Tuvalu, reclassify to count days above 40.6°C, and compute mean annual dangerous heat days per atoll. 3. Package: Generate a vector layer of atolls with the attribute 'dangerous_heat_days' and a summary chart.","Style the Tuvalu atoll polygons with a graduated color ramp from yellow to red based on the average number of dangerous heat days per year. In the chat panel, render a bar chart comparing the projected days for each atoll under 2°C and 3°C warming scenarios."
esd-12-401-2021.pdf,True,"How will changing ENSO teleconnections affect seasonal rainfall patterns and drought risk on our Pacific Island nation, particularly for our water supply and agriculture?","Analyze projected changes in ENSO-driven precipitation teleconnections (e.g., anticorrelation over Australia/South America) to quantify shifts in seasonal rainfall anomalies for a selected Pacific Island domain. Calculate the change in correlation strength between the Niño 3.4 index and local monthly precipitation grids under future warming scenarios.",True,"To ensure I map the correct area, can you confirm which specific Pacific Island country or territory you are focused on (e.g., Fiji, Kiribati, or the Marshall Islands)? Also, are you primarily concerned with impacts on municipal water supply reservoirs, rain-fed agriculture, or groundwater lens recharge?","1. Filter: Load a GCM SMILE-derived precipitation netCDF (e.g., CESM-LE) and clip to the user-specified Pacific Island boundary mask. 2. Process: For each ensemble member, calculate the monthly lagged regression coefficient between the Niño 3.4 SST index and the island-averaged precipitation time series, comparing historical and future (e.g., 2070-2099) periods. 3. Package: Compute the ensemble mean change in teleconnection strength and the probability of enhanced drought conditions (negative precipitation anomalies during El Niño phases).","On the QGIS map canvas, style the island boundary with a diverging blue-to-brown color ramp showing the change in ENSO-precipitation correlation coefficient per grid cell. In the chat panel, render a line chart comparing the historical vs. future distribution of seasonal rainfall anomalies during El Niño months, with a dashed line marking the current water stress threshold."
IPCC_AR6_WGI_Chapter11.pdf,True,At what level of global warming will extreme heat days start to become noticeably more frequent in low‑lying atoll nations like Kiribati or Tuvalu?,"Using CMIP6 multi‑model ensemble data, compute the global warming level (GWL) at which the annual maximum daily maximum temperature (TXx) emerges from the 1850–1900 baseline variability for a user‑selected Pacific Island country (e.g., Kiribati, Tuvalu, Marshall Islands).",True,"Which specific island nation or group are you most concerned about? For example, are you interested in Kiribati, Tuvalu, or the Marshall Islands? Would you like to see the emergence threshold for a particular emissions scenario, or just the global warming level regardless of timing?","1. Load CMIP6 TXx NetCDFs and a polygon layer of Pacific Island countries; filter to the chosen country. 2. For each model grid cell, compute the 20‑year mean TXx for the 1850–1900 baseline and for future periods corresponding to global warming levels of 0.5°C, 1.0°C, 1.5°C, 2.0°C, etc. (using time‑slicing based on when each model crosses those GWLs). 3. Apply a Kolmogorov–Smirnov test to identify the lowest GWL at which the TXx distribution becomes significantly different from the baseline, then map the emergence GWL across the region.","Style the map with a sequential color ramp (e.g., yellow to red) showing the GWL of TXx emergence over the selected island polygons. In the chat panel, render a bar chart comparing the emergence GWL for the chosen island group with the AR6 regional values from Figure 11.8."
IPCC_AR6_WGI_Chapter11.pdf,True,How will the projected increase in heatwave frequency and intensity impact public health and critical infrastructure on low-lying coral atolls like Tuvalu?,"Calculate the multi-model mean change in the number of days with maximum temperature above the 95th percentile (TX95p) for a future global warming level of 2°C relative to pre-industrial, clipped to the atolls of Tuvalu. Overlay the output with a point layer of health facilities and airports to identify exposed assets.",True,"Are you most concerned about heat stress for outdoor workers or about the capacity of health clinics? Which specific island group do you want to map – Tuvalu, Kiribati, or the Marshall Islands?",1. Load the CMIP6-extreme indices GeoPackage filtered to the Pacific domain. 2. Apply an expression to extract the TX95p change layer for the SSP5-8.5 scenario at 2°C warming and clip to the Tuvalu boundary polygon. 3. Run zonal statistics to tabulate the mean additional hot days per atoll and intersect with a health infrastructure layer.,"Style the raster with a red-yellow heat ramp (low to high additional hot days), overlay hospital/clinic points as blue cross markers, and render an inline bar chart of mean extra hot days per atoll."
IPCC_AR6_WGI_Chapter11.pdf,True,How will more frequent and intense hot days and heatwaves impact public health and essential services on low‑lying coral atolls like the Marshall Islands?,"Spatially quantify the projected increase in heatwave frequency (number of heatwave days per year) for a selected Pacific Island group under a high‑warming scenario, and intersect that data with mapped health facility and school locations to identify at‑risk assets.",True,"Would you like to focus on a specific atoll such as Majuro or Kwajalein? Are you most concerned about overheating risks to health clinics, schools, or power infrastructure?","1. Filter CMIP6 downscaled heatwave frequency rasters to the bounding polygon of the target island group (e.g., Marshall Islands Exclusive Economic Zone). 2. Process the raster by classifying areas where the average annual heatwave days exceed 15 and apply a graduated red‑orange symbology. 3. Overlay a point layer of health facilities and schools; calculate the percentage of facilities falling within high‑heat‑exposure zones and package the result as a GeoJSON for the chat panel.","Style the heatwave frequency layer with a hot‑to‑white color ramp (high values in crimson), and render a horizontal bar chart in the chat window comparing the count of exposed vs. non‑exposed health clinics and schools."
esd-12-401-2021.pdf,True,How can large climate model ensembles help us understand the future risk of extreme heatwaves in low-lying coral atolls like Kiribati?,"Load a regionally downscaled SMILE (RCM) raster layer of heatwave frequency or maximum temperature extremes under +2°C/3°C warming scenarios, then clip to the Kiribati atoll boundary and compute zonal statistics (mean, 95th percentile) for each scenario.",True,"Are you specifically interested in Kiribati, or would you like me to focus on another atoll nation such as Tuvalu or the Marshall Islands? Also, would you prefer to assess heatwave days per year, or the probability of record‑breaking temperatures?","1. Filter and load pre‑processed RCM ensemble heatwave index GeoTIFFs from the data store. 2. Process: Clip the rasters to the selected atoll vector boundary and compute pixel‑wise statistics (mean, percentile) across ensemble members. 3. Package: Export the resulting layer and calculate tabular changes in heatwave metrics per scenario for the dashboard.","Style the clipped heatwave frequency raster with a warm‑to‑hot color ramp (e.g., yellow to dark red) and overlay the atoll boundaries. Display an inline bar chart comparing the mean annual heatwave days for each warming scenario."
IPCC_AR6_WGI_Chapter11.pdf,True,Our low-lying atoll nation is experiencing more frequent and intense heatwaves. How will the projected increase in extreme heat days at 1.5°C and 2°C global warming levels affect heat stress on our population and strain our electrical grid in places like Kiribati?,Calculate the projected change in the number of hot days (TX90p) and heatwave duration (WSDI) for the Kiribati region from the CMIP6 ensemble at global warming levels of 1.5°C and 2.0°C. Overlay this raster data with population density and power infrastructure point layers to quantify exposure.,True,"To make this analysis most useful, can you confirm if you are primarily concerned about the Gilbert Islands group? Also, are you most interested in mapping risks to public health facilities, or to specific power generation and transmission assets?","1. Filter: Load the CMIP6-derived extreme temperature indices (TX90p, WSDI) for the 1.5°C and 2.0°C warming scenarios and clip to the Kiribati EEZ boundary. 2. Process: Use the Raster Calculator to compute the delta change from the historical baseline, then run the Zonal Statistics tool against a high-resolution population grid and a buffered power infrastructure point layer. 3. Package: Export the resulting exposure statistics as a GeoJSON feature collection for the web map.","Style the map canvas with a diverging color ramp showing the projected increase in heatwave days per year, from yellow (small increase) to dark red (large increase), overlaid with proportional symbols for population centers. In the chat panel, render a grouped bar chart comparing the number of exposed people and power plants at the 1.5°C versus 2.0°C warming levels."
